Symbol,Company,Sector,Industry,Exchange,Currency,Year_End,IPO,YearsActive,Price,Shares,ImpliedShares,MarketCap,P/S_TTM,P/S_2024,P/E_TTM,P/E_2024,TTM_Revenue,TTM_NetIncome,Q_Rev%,2025_Revenue,2025_NetIncome,2025_EBITDA,2024_Revenue,2024_NetIncome,2024_EBITDA,2023_Revenue,2023_NetIncome,2023_EBITDA,2022_Revenue,2022_NetIncome,2022_EBITDA,2021_Revenue,2021_NetIncome,2021_EBITDA,2020_Revenue,2020_NetIncome,2020_EBITDA,3yrRev,2025_Rev%,2025_NetMargin,2024_Rev%,2024_NetMargin,2023_Rev%,2023_NetMargin,2022_Rev%,2022_NetMargin,2021_Rev%,2021_NetMargin,2020_Rev%,2020_NetMargin,2025_EBITDA%,2024_EBITDA%,2023_EBITDA%,2022_EBITDA%,2025_FCF,2025_FCF%,2024_FCF,2024_FCF%,2023_FCF,2023_FCF%,2022_FCF,2022_FCF%,2025_Interest_Expense,2025_Interest_Income,2025_NetInterest,2025_Interest/Rev,2024_Interest_Expense,2024_Interest_Income,2024_NetInterest,2024_Interest/Rev,2023_Interest_Expense,2023_Interest_Income,2023_NetInterest,2023_Interest/Rev,2022_Interest_Expense,2022_Interest_Income,2022_NetInterest,2022_Interest/Rev,2025_SG&A,2025_SG&A%,2024_SG&A,2024_SG&A%,2023_SG&A,2023_SG&A%,2022_SG&A,2022_SG&A%,2025_Assets,2025_Cash,2025_CurrentAssets,2025_Debt,2025_NetDebt,2025_Liabilities,2025_ND/A,2025_ND/Rev,2025_Cash/Rev,2025_Cash/Assets,2025_Debt/Assets,2025_Assets/Equity,2025_Liabilities/Equity,2025_Debt%,2024_Assets,2024_Cash,2024_CurrentAssets,2024_Debt,2024_NetDebt,2024_Liabilities,2024_ND/A,2024_ND/Rev,2024_Cash/Rev,2024_Cash/Assets,2024_Debt/Assets,2024_Assets/Equity,2024_Liabilities/Equity,2024_Debt%,2023_Assets,2023_Cash,2023_CurrentAssets,2023_Debt,2023_NetDebt,2023_Liabilities,2023_ND/A,2023_ND/Rev,2023_Cash/Rev,2023_Cash/Assets,2023_Debt/Assets,2023_Assets/Equity,2023_Liabilities/Equity,2023_Debt%,2022_Assets,2022_Cash,2022_CurrentAssets,2022_Debt,2022_NetDebt,2022_Liabilities,2022_ND/A,2022_ND/Rev,2022_Cash/Rev,2022_Cash/Assets,2022_Debt/Assets,2022_Assets/Equity,2022_Liabilities/Equity,2022_Debt%
ABT,Abbott Laboratories,Healthcare,Medical Devices,NYSE,USD,12/31/24,3/17/80,46.2,87.41,1734320000,1739840052,151597,3.4199,3.6138,23.2368,11.3115,44328,6524,4.42,44328,6524,12075,41950,13402,10790,40109,5723,10544,43653,6933,12131,43075,7071,,34608,4495,,-0.88,5.67,14.72,4.59,31.95,-8.12,14.27,1.34,15.88,24.47,16.42,,12.99,27.24,25.72,26.29,27.79,7395,16.68,6351,15.14,5059,12.61,7804,17.88,493,308,185,0.42,559,344,215,0.51,637,385,252,0.63,558,183,375,0.86,12332,27.82,11697,27.88,10949,27.3,11248,25.77,86713,8522,,13860,,33942,,,0.1922,0.0983,0.1598,1.6432,0.6432,15.98,81414,7616,23656,15021,7405,33513,0.091,0.1765,0.1815,0.0935,0.1845,1.6996,0.6996,18.45,73214,6896,22670,15628,8732,34387,0.1193,0.2177,0.1719,0.0942,0.2135,1.8856,0.8856,21.35,74438,9882,25224,17716,7834,37533,0.1052,0.1795,0.2264,0.1328,0.238,2.017,1.017,23.8
ABTC,American Bitcoin Corp,Financials,Capital Markets,NASDAQ,USD,,,,1.11,326896215,,363,,5.0417,3.5243,0.8462,,103,,185,-153,-113,72,429,520,65,40,44,66,-104,-68,,,,,,,,156.94,-82.7,10.77,595.83,-1.52,61.54,,-157.58,,,,,-61.08,722.22,67.69,-103.03,-80,-43.24,-90,-125.0,-57,-87.69,-120,-181.82,0,,0,0.0,3,,3,4.17,9,,9,13.85,20,,20,30.3,33,17.84,34,47.22,34,52.31,18,27.27,1247,4,,188,,581,,,0.0216,0.0032,0.1508,1.8724,0.8724,15.08,1106,0,,,,91,,,0.0,0.0,,1.0897,0.0897,,539,,,44,,65,,,,,0.0816,1.1371,0.1371,8.16,,,,,,,,,,,,,,
ABUS,Arbutus Biopharma Corporation,Healthcare,Biotech,NASDAQ,USD,12/31/24,7/26/07,18.8,4.35,195478068,191479996,850,60.7143,141.6667,-25.7576,-12.3188,14,-33,-33.12,14,-34,-33,6,-69,-68,18,-72,-71,39,-69,-61,11,-76,,7,-63,,-18.29,133.33,-242.86,-66.67,-1150.0,-53.85,-400.0,254.55,-176.92,57.14,-690.91,,-900.0,-235.71,-1133.33,-394.44,-156.41,-40,-285.71,-65,-1083.33,-86,-477.78,-35,-89.74,0,4,-4,-28.57,0,6,-6,-100.0,0,5,-5,-27.78,1,2,0,0.0,16,114.29,22,366.67,22,122.22,17,43.59,95,18,,1,,18,,,1.2857,0.1895,0.0105,1.2338,0.2338,1.05,132,36,127,1,-35,34,-0.2652,-5.8333,6.0,0.2727,0.0076,1.3469,0.3469,0.76,144,26,132,2,-25,38,-0.1736,-1.3889,1.4444,0.1806,0.0139,1.3585,0.3585,1.39,195,31,151,2,-29,59,-0.1487,-0.7436,0.7949,0.159,0.0103,1.4338,0.4338,1.03
ABVX,ABIVAX Société Anonyme,Healthcare,Biotech,NASDAQ,EUR,12/31/24,10/20/23,2.6,121.99,79291188,65090101,9673,,,-25.4553,-51.1799,,-380,,0,-336,-301,0,-189,-175,0,-158,-143,0,-63,-56,0,-49,,0,-42,,,,,,,,,,,,,,,,,,,-161,,-166,,-104,,-57,,28,6,23,,13,9,3,,14,3,11,,7,0,7,,73,,41,,31,,7,,686,607,,2,,152,,,,0.8848,0.0029,1.2846,0.2846,0.29,221,155,184,105,-50,177,-0.2262,,,0.7014,0.4751,5.0227,4.0227,47.51,352,271,308,62,-209,141,-0.5938,,,0.7699,0.1761,1.6682,0.6682,17.61,80,28,38,41,13,72,0.1625,,,0.35,0.5125,10.0,9.0,51.25
ACA,"Arcosa, Inc.",Industrials,Engineering & Construction,NYSE,USD,12/31/24,11/5/18,7.6,120.75,48775800,48775797,5890,2.043,2.2918,28.3173,62.6596,2883,208,7.58,2883,208,573,2570,94,396,2307,159,383,2242,245,501,2036,69,,1935,106,,8.07,12.18,7.21,11.4,3.66,2.9,6.89,10.12,10.93,5.22,3.39,,5.48,19.88,15.41,16.6,22.35,176,6.1,312,12.14,58,2.51,36,1.61,109,7,102,3.54,70,7,63,2.45,28,4,23,1.0,31,1,29,1.29,307,10.65,320,12.45,261,11.31,262,11.69,4985,215,,1523,,2344,,,0.0746,0.0431,0.3055,1.8875,0.8875,30.55,4916,187,954,1689,1502,2487,0.3055,0.5844,0.0728,0.038,0.3436,2.0239,1.0239,34.36,3578,105,912,569,464,1246,0.1297,0.2011,0.0455,0.0293,0.159,1.5343,0.5343,15.9,3341,160,857,551,390,1156,0.1167,0.174,0.0714,0.0479,0.1649,1.5291,0.5291,16.49
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotech,NASDAQ,USD,12/31/24,5/27/04,22.0,21.1,170494613,166788996,3597,3.3585,3.7586,9.1995,15.9159,1071,391,9.4,1072,391,117,957,226,100,726,-61,-67,517,-216,-221,484,-167,,442,-281,,25.51,12.02,36.47,31.82,23.62,40.43,-8.4,6.82,-41.78,9.5,-34.5,,-63.57,10.91,10.45,-9.23,-42.75,105,9.79,157,16.41,-23,-3.17,-114,-22.05,,32,-32,-2.99,,25,,,,17,,,,6,,,549,51.21,488,50.99,406,55.92,369,71.37,1564,178,,52,,337,,,0.166,0.1138,0.0332,1.2747,0.2747,3.32,1188,320,938,52,-268,455,-0.2256,-0.28,0.3344,0.2694,0.0438,1.6207,0.6207,4.38,749,189,616,57,-132,317,-0.1762,-0.1818,0.2603,0.2523,0.0761,1.7338,0.7338,7.61,588,115,508,62,-53,187,-0.0901,-0.1025,0.2224,0.1956,0.1054,1.4663,0.4663,10.54
ACCO,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,NYSE,USD,12/31/24,8/17/05,20.8,3.82,90099104,90099104,344,0.2257,0.2065,8.3902,-3.3725,1524,41,-4.31,1525,41,168,1666,-102,38,1832,-21,121,1947,-13,139,2025,101,,1655,62,,-6.3,-8.46,2.69,-9.06,-6.12,-5.91,-1.15,-3.85,-0.67,22.36,4.99,,3.75,11.02,2.28,6.6,7.14,51,3.34,132,7.92,115,6.28,61,3.13,46,9,36,2.36,52,7,45,2.7,58,7,51,2.78,45,8,37,1.9,347,22.75,365,21.91,393,21.45,376,19.31,2253,64,,921,,1588,,,0.042,0.0284,0.4088,3.388,2.388,40.88,2228,74,732,923,849,1622,0.3811,0.5096,0.0444,0.0332,0.4143,3.6766,2.6766,41.43,2645,66,855,1016,950,1858,0.3592,0.5186,0.036,0.025,0.3841,3.3609,2.3609,38.41,2795,62,882,1093,1031,1985,0.3689,0.5295,0.0318,0.0222,0.3911,3.4506,2.4506,39.11
ACDC,ProFrac Holding Corp.,Energy,Oil & Gas Equipment & Services,NASDAQ,USD,12/31/24,5/13/22,4.0,7.15,180920753,160177996,1294,0.6667,0.5909,-3.5355,-6.0186,1941,-366,-4.0,1942,-369,187,2190,-215,384,2630,-97,535,2425,91,678,768,0,,548,-2,,41.81,-11.32,-19.0,-16.73,-9.82,8.45,-3.69,215.76,3.75,40.15,0.0,,-0.36,9.63,17.53,20.34,27.96,20,1.03,112,5.11,286,10.87,59,2.43,139,,139,7.16,156,,156,7.12,154,,154,5.86,59,,59,2.43,190,9.78,204,9.32,233,8.86,225,9.28,2573,23,,1186,,1761,,,0.0118,0.0089,0.4609,3.1687,2.1687,46.09,2988,15,574,1272,1257,1912,0.4207,0.574,0.0068,0.005,0.4257,2.777,1.777,42.57,3071,25,638,1161,1136,1801,0.3699,0.4319,0.0095,0.0081,0.3781,2.4181,1.4181,37.81,2934,35,865,1042,1007,1583,0.3432,0.4153,0.0144,0.0119,0.3551,2.1717,1.1717,35.51
ACEL,"Accel Entertainment, Inc.",Consumer Discretionary,Gambling,NYSE,USD,12/31/24,8/24/17,8.8,11.65,84628400,84628396,986,0.7414,0.801,19.3333,28.1714,1330,51,7.54,1331,51,184,1231,35,156,1170,45,158,969,74,163,734,31,,316,0,,18.81,8.12,3.83,5.21,2.84,20.74,3.85,32.02,7.64,132.28,4.22,,0.0,13.82,12.67,13.5,16.82,53,3.98,55,4.47,51,4.36,61,6.3,34,,34,2.55,35,,35,2.84,33,,33,2.82,21,,21,2.17,219,16.45,194,15.76,180,15.38,145,14.96,1103,297,,607,,830,,,0.2231,0.2693,0.5503,4.0403,3.0403,55.03,1048,281,326,595,314,789,0.2996,0.2551,0.2283,0.2681,0.5677,4.0463,3.0463,56.77,913,262,313,543,281,714,0.3078,0.2402,0.2239,0.287,0.5947,4.5879,3.5879,59.47,863,224,299,542,318,684,0.3685,0.3282,0.2312,0.2596,0.628,4.8212,3.8212,62.8
ACGL,Arch Capital Group Ltd.,Financials,Insurance - Diversified,NASDAQ,USD,12/31/24,9/14/95,30.7,96.3,356272841,375600011,34309,1.7782,2.0265,7.7993,7.9566,19294,4399,5.54,19294,4399,,16930,4312,,13294,4443,,9657,1476,,8924,2157,,8291,1405,,23.79,13.96,22.8,27.35,25.47,37.66,33.42,8.21,15.28,7.63,24.17,,16.95,,,,,6128,31.76,6622,39.11,5697,42.85,3766,39.0,148,,148,0.77,141,,141,0.83,133,,133,1.0,131,,131,1.36,,,0,0.0,102,0.77,95,0.98,79241,993,,2729,,55035,,,0.0515,0.0125,0.0344,3.2736,2.2736,3.44,70906,979,,2728,1749,50086,0.0247,0.1033,0.0578,0.0138,0.0385,3.4057,2.4057,3.85,58906,917,,2726,1809,40551,0.0307,0.1361,0.069,0.0156,0.0463,3.2093,2.2093,4.63,47990,855,,2725,1870,35069,0.039,0.1936,0.0885,0.0178,0.0568,3.7141,2.7141,5.68
ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,NASDAQ,USD,12/31/24,3/4/94,32.2,23.18,92034218,92127800,2133,0.644,0.6763,-1.9356,8.3647,3312,-1102,6.1,3313,-1103,-738,3154,255,607,2928,-21,189,2610,273,561,2314,190,,2089,-672,,10.87,5.04,-33.29,7.72,8.08,12.18,-0.72,12.79,10.46,10.77,8.21,,-32.17,-22.28,19.25,6.45,21.49,-440,-13.28,-560,-17.76,38,1.3,84,3.22,139,,139,4.2,116,,116,3.68,82,,82,2.8,69,,69,2.64,2064,62.3,1928,61.13,1794,61.27,1596,61.15,5527,133,,2644,,3387,,,0.0401,0.0241,0.4784,2.5827,1.5827,47.84,5957,76,578,2085,2009,2766,0.3373,0.637,0.0241,0.0128,0.35,1.8668,0.8668,35.0,5359,100,596,1500,1400,2471,0.2612,0.4781,0.0342,0.0187,0.2799,1.8556,0.8556,27.99,4988,98,506,1530,1432,2087,0.2871,0.5487,0.0375,0.0196,0.3067,1.7194,0.7194,30.67
ACHR,Archer Aviation Inc.,Industrials,Aerospace & Defense,NYSE,USD,12/31/24,12/18/20,5.4,6.36,542470016,542470007,3450,,,-5.5825,-6.4246,0,-618,,0,-618,-709,0,-537,-498,0,-457,-438,0,-317,-332,0,-347,,,-24,,,,,,,,,,,,,,,,,,,-538,,-451,,-316,,-207,,,,,,,,,,,,,,,,,,235,,152,,168,,165,,2466,1022,,122,,263,,,,0.4144,0.0495,1.1194,0.1194,4.95,1001,834,858,79,-756,249,-0.7552,,,0.8332,0.0789,1.3311,0.3311,7.89,554,465,480,23,-441,187,-0.796,,,0.8394,0.0415,1.5095,0.5095,4.15,574,69,546,22,-47,81,-0.0819,,,0.1202,0.0383,1.1643,0.1643,3.83
ACI,"Albertsons Companies, Inc.",Consumer Staples,Grocery Stores,NYSE,USD,2/29/24,6/26/20,5.9,16.21,575750016,575750047,9333,0.1142,0.1178,10.7276,7.2014,81719,870,1.86,80391,959,4082,79238,1296,4526,77649,1513,4851,71887,1619,4866,69690,850,,,,,4.37,1.46,1.19,2.05,1.64,8.02,1.95,3.15,2.25,,1.22,,,5.08,5.71,6.25,6.77,749,0.93,628,0.79,700,0.9,1907,2.65,454,10,444,0.55,492,15,476,0.6,456,68,387,0.5,461,3,458,0.64,20614,25.64,19932,25.15,19596,25.24,18300,25.46,26756,294,,14183,,23370,,,0.0037,0.011,0.5301,7.9019,6.9019,53.01,26221,189,6288,14239,14051,23474,0.5359,0.1773,0.0024,0.0072,0.543,9.5453,8.5453,54.3,26168,456,6270,14961,14505,24512,0.5543,0.1868,0.0059,0.0174,0.5717,15.8019,14.8019,57.17,28123,2902,8366,14026,11124,24417,0.3955,0.1547,0.0404,0.1032,0.4987,7.5885,6.5885,49.87
ACIC,American Coastal Insurance Corporation,Financials,Insurance - Property & Casualty,NASDAQ,USD,12/31/24,11/7/07,18.5,10.8,48656205,48308498,525,1.5672,1.7736,4.9528,7.0,335,106,8.83,335,107,,296,75,,264,309,,221,-469,,229,-57,,847,-96,,8.93,13.18,31.94,12.12,25.34,19.46,117.05,-3.49,-212.22,-72.96,-24.89,,-11.33,,,,,71,21.19,243,82.09,-136,-51.52,-176,-79.64,11,,11,3.28,12,,12,4.05,10,,10,3.79,9,,9,4.07,24,7.16,37,12.5,32,12.12,32,14.48,1073,199,,152,,755,,,0.594,0.1855,0.1417,3.3742,2.3742,14.17,1216,137,,152,15,981,0.0123,0.0507,0.4628,0.1127,0.125,5.1745,4.1745,12.5,1062,139,,149,11,894,0.0104,0.0417,0.5265,0.1309,0.1403,6.3214,5.3214,14.03,2838,71,,150,79,3020,0.0278,0.3575,0.3213,0.025,0.0529,-15.5934,-16.5934,5.29
ACIU,AC Immune SA,Healthcare,Biotech,NASDAQ,CHF,12/31/24,9/23/16,9.7,2.83,101773573,100410000,288,72.0,9.2903,-3.4286,-5.0526,4,-84,-70.18,4,-70,-68,31,-57,-55,16,-60,-57,4,-78,-75,0,-82,,16,-69,,,-87.1,-1750.0,93.75,-183.87,300.0,-375.0,,-1950.0,-100.0,,,-431.25,-1700.0,-177.42,-356.25,-1875.0,-70,-1750.0,74,238.71,-68,-425.0,-83,-2075.0,0,2,-2,-50.0,0,3,-3,-9.68,0,1,-1,-6.25,0,0,0,0.0,12,300.0,13,41.94,11,68.75,10,250.0,195,34,,6,,138,,,8.5,0.1744,0.0308,3.4211,2.4211,3.08,262,41,195,6,-35,135,-0.1336,-1.129,1.3226,0.1565,0.0229,2.063,1.063,2.29,203,87,139,4,-83,25,-0.4089,-5.1875,5.4375,0.4286,0.0197,1.1404,0.1404,1.97,207,35,142,3,-32,19,-0.1546,-8.0,8.75,0.1691,0.0145,1.1011,0.1011,1.45
ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,NASDAQ,USD,12/31/24,2/24/95,31.2,42.72,101719981,105173996,4345,2.4702,2.7258,19.2257,21.4039,1759,226,6.3,1760,227,471,1594,203,443,1452,121,360,1421,142,398,1370,127,,1294,72,,5.18,10.41,12.9,9.78,12.74,2.18,8.33,3.72,9.99,5.87,9.27,,5.56,26.76,27.79,24.79,28.01,289,16.42,313,19.64,130,8.95,103,7.25,58,15,43,2.44,72,15,56,3.51,78,14,64,4.41,53,12,40,2.81,268,15.23,236,14.81,249,17.15,249,17.52,3105,196,,849,,1586,,,0.1114,0.0631,0.2734,2.0441,1.0441,27.34,3025,216,991,956,740,1601,0.2446,0.4642,0.1355,0.0714,0.316,2.1243,1.1243,31.6,3445,164,1407,1076,912,2120,0.2647,0.6281,0.1129,0.0476,0.3123,2.6,1.6,31.23,3210,125,1115,1135,1010,2017,0.3146,0.7108,0.088,0.0389,0.3536,2.6907,1.6907,35.36
ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment,NASDAQ,USD,12/31/24,7/11/00,25.9,156.94,30729970,32180801,4823,5.7485,4.7424,40.1917,23.995,839,120,-5.58,839,120,161,1017,201,251,1130,246,297,920,183,222,662,98,,474,50,,15.39,-17.5,14.3,-10.0,19.76,22.83,21.77,38.97,19.89,39.66,14.8,,10.55,19.19,24.68,26.28,24.13,107,12.75,128,12.59,136,12.04,204,22.17,5,21,-16,-1.91,5,24,-18,-1.77,5,18,-12,-1.06,5,4,1,0.11,149,17.76,138,13.57,128,11.33,111,12.07,1361,145,,42,,327,,,0.1728,0.1065,0.0309,1.3162,0.3162,3.09,1349,124,1124,44,-80,336,-0.0593,-0.0787,0.1219,0.0919,0.0326,1.3317,0.3317,3.26,1282,167,1080,45,-122,417,-0.0952,-0.108,0.1478,0.1303,0.0351,1.4821,0.4821,3.51,1014,186,878,46,-139,346,-0.1371,-0.1511,0.2022,0.1834,0.0454,1.518,0.518,4.54
ACLX,"Arcellx, Inc.",Healthcare,Biotech,NASDAQ,USD,12/31/24,2/4/22,4.3,115.07,58479812,55072704,6729,305.8636,62.8879,-29.5132,-62.8879,22,-228,-89.19,22,-229,-222,107,-107,-99,110,-70,-64,0,-188,-185,0,-65,,0,-32,,,-79.44,-1040.91,-2.73,-100.0,,-63.64,,,,,,,-1009.09,-92.52,-58.18,,-213,-968.18,-96,-89.72,186,169.09,-101,,0,24,-24,-109.09,1,33,-32,-29.91,3,23,-19,-17.27,1,4,-2,,118,536.36,88,82.24,66,60.0,41,,604,80,,52,,202,,,3.6364,0.1325,0.0861,1.5025,0.5025,8.61,711,106,599,54,-52,257,-0.0731,-0.486,0.9907,0.1491,0.0759,1.5661,0.5661,7.59,825,395,716,98,-297,340,-0.36,-2.7,3.5909,0.4788,0.1188,1.701,0.701,11.88,314,64,267,88,24,109,0.0764,,,0.2038,0.2803,1.5317,0.5317,28.03
ACM,AECOM,Industrials,Engineering & Construction,NYSE,USD,9/30/24,5/10/07,19.0,72.04,132690000,132690000,9559,0.5991,0.5935,20.3817,23.7786,15956,469,-4.57,16140,562,1276,16105,402,1082,14378,55,548,13148,310,831,13340,173,,13239,-186,,6.48,0.22,3.48,12.01,2.5,9.36,0.38,-1.44,2.36,0.76,1.3,,-1.4,7.91,6.72,3.81,6.32,685,4.24,708,4.4,590,4.1,577,4.39,184,63,121,0.75,185,58,126,0.78,159,40,119,0.83,110,8,102,0.78,158,0.98,160,0.99,153,1.06,147,1.12,12200,1586,,3230,,9504,,,0.0983,0.13,0.2648,4.5252,3.5252,26.48,12062,1581,7176,3028,1447,9691,0.12,0.0898,0.0982,0.1311,0.251,5.0873,4.0873,25.1,11233,1260,6170,2752,1491,8850,0.1327,0.1037,0.0876,0.1122,0.245,4.7138,3.7138,24.5,11139,1172,5823,2801,1628,8534,0.1462,0.1238,0.0891,0.1052,0.2515,4.276,3.276,25.15
ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment,NASDAQ,USD,12/31/24,11/2/17,8.6,73.35,60705783,63864499,4453,4.9423,5.6944,47.3723,43.233,901,94,9.38,901,94,158,782,103,180,557,77,127,388,39,74,260,37,,157,18,,44.35,15.22,10.43,40.39,13.17,43.56,13.82,49.23,10.05,65.61,14.23,,11.46,17.54,23.02,22.8,19.07,-68,-7.55,66,8.44,-139,-24.96,-154,-39.69,7,15,-8,-0.89,4,9,-5,-0.64,2,8,-5,-0.9,1,8,-7,-1.8,146,16.2,135,17.26,87,15.62,62,15.98,2872,757,,298,,942,,,0.8402,0.2636,0.1038,1.4881,0.4881,10.38,1856,407,1483,189,-219,760,-0.118,-0.2801,0.5205,0.2193,0.1018,1.6934,0.6934,10.18,1491,182,1176,99,-83,565,-0.0557,-0.149,0.3268,0.1221,0.0664,1.6102,0.6102,6.64,1236,248,964,80,-169,423,-0.1367,-0.4356,0.6392,0.2006,0.0647,1.5203,0.5203,6.47
ACN,Accenture plc,Technology,IT Services,NYSE,USD,8/31/24,7/19/01,24.8,179.24,626025984,626025970,112209,1.5561,1.7291,14.6717,15.4451,72110,7648,8.31,69673,7678,11867,64896,7265,10836,64111,6871,10587,61594,6877,10554,50533,5906,,44327,5107,,8.7,7.36,11.02,1.22,11.19,4.09,10.72,21.89,11.17,14.0,11.69,,11.52,17.03,16.7,16.51,17.13,10874,15.61,8615,13.28,8996,14.03,8823,14.32,229,336,-108,-0.16,59,272,-213,-0.33,47,280,-232,-0.36,47,45,2,0.0,11394,16.35,11128,17.15,10858,16.94,10334,16.78,65395,11479,,8183,,33154,,,0.1648,0.1755,0.1251,2.0283,1.0283,12.51,55932,5004,20858,4121,-884,26764,-0.0158,-0.0136,0.0771,0.0895,0.0737,1.9176,0.9176,7.37,51245,9045,23382,3149,-5896,24787,-0.1151,-0.092,0.1411,0.1765,0.0614,1.9368,0.9368,6.14,47263,7890,21611,3326,-4564,24516,-0.0966,-0.0741,0.1281,0.1669,0.0704,2.0778,1.0778,7.04
ACNB,ACNB Corporation,Financials,Banks - Regional,NASDAQ,USD,12/31/24,4/4/94,32.1,54.45,10353502,10543701,564,3.7351,5.2222,15.2432,18.1935,151,37,38.11,152,37,,108,31,,106,31,,104,35,,94,27,,93,18,,4.74,40.74,24.34,1.89,28.7,1.92,29.25,10.64,33.65,1.08,28.72,,19.35,,,,,53,34.87,38,35.19,39,36.79,37,35.58,40,162,-122,-80.26,23,106,-82,-75.93,8,96,-88,-83.02,3,86,-83,-79.81,55,36.18,44,40.74,42,39.62,37,35.58,3228,66,,305,,2808,,,0.4342,0.0204,0.0945,7.6857,6.6857,9.45,2395,47,,274,227,2092,0.0948,2.1019,0.4352,0.0196,0.1144,7.9043,6.9043,11.44,2419,66,,225,159,2141,0.0657,1.5,0.6226,0.0273,0.093,8.7014,7.7014,9.3,2526,168,,24,-144,2281,-0.057,-1.3846,1.6154,0.0665,0.0095,10.3102,9.3102,0.95
ACRE,Ares Commercial Real Estate Corporation,Real Estate,REIT Mortgage,NYSE,USD,12/31/24,4/27/12,14.1,4.78,54857000,54856997,262,11.9091,-17.4667,,-7.4857,22,0,-3359.18,23,-1,,-15,-35,,81,-38,,109,29,,102,60,,,21,,,253.33,-4.35,-118.52,233.33,-25.69,-46.91,6.86,26.61,,58.82,,,,,,,20,86.96,35,-233.33,47,58.02,57,52.29,65,98,-32,-139.13,106,157,-51,340.0,117,206,-89,-109.88,74,178,-104,-95.41,11,47.83,11,-73.33,10,12.35,10,9.17,1618,29,,1047,,1109,,,1.2609,0.0179,0.6471,3.1788,2.1788,64.71,1751,64,,1172,1109,1211,0.6334,-73.9333,-4.2667,0.0366,0.6693,3.2426,2.2426,66.93,2280,110,,1617,1507,1654,0.661,18.6049,1.358,0.0482,0.7092,3.6422,2.6422,70.92,2523,141,,1737,1595,1775,0.6322,14.633,1.2936,0.0559,0.6885,3.373,2.373,68.85
ACRS,"Aclaris Therapeutics, Inc.",Healthcare,Diagnostics,NASDAQ,USD,12/31/24,10/6/15,10.6,4.52,121087249,108281000,547,78.1429,30.3889,-8.5469,-4.1439,7,-64,-85.88,8,-65,-70,18,-132,-51,31,-88,-115,29,-86,-84,,,,,,,,-55.56,-812.5,-41.94,-733.33,6.9,-283.87,,-296.55,,,,,-875.0,-283.33,-370.97,-289.66,-47,-587.5,-56,-311.11,-79,-254.84,-68,-234.48,,8,-8,-100.0,,,,,,,,,,,,,22,275.0,22,122.22,31,100.0,25,86.21,160,20,,,,57,,,2.5,0.125,,1.5534,0.5534,,220,25,126,,,65,,,1.3889,0.1136,,1.4194,0.4194,,197,40,129,0,-40,40,-0.203,-1.2903,1.2903,0.203,0.0,1.2548,0.2548,0.0,255,45,232,1,-45,57,-0.1765,-1.5517,1.5517,0.1765,0.0039,1.2879,0.2879,0.39
ACT,"Enact Holdings, Inc.",Financials,Insurance - Specialty,NASDAQ,USD,12/31/24,9/16/21,4.7,42.73,141186707,151391005,6033,4.885,5.0108,8.951,8.7689,1235,674,2.63,1236,674,,1204,688,,1153,665,,1094,704,,1120,546,,1106,370,,2.44,2.66,54.53,4.42,57.14,5.39,57.68,-2.32,64.35,1.27,48.75,,33.45,,,,,725,58.66,686,56.98,632,54.81,560,51.19,50,,50,4.05,51,,51,4.24,51,,51,4.42,51,,51,4.66,,,,,,,,,6893,582,,744,,1538,,,0.4709,0.0844,0.1079,1.2872,0.2872,10.79,6522,599,,743,144,1525,0.0221,0.1196,0.4975,0.0918,0.1139,1.3052,0.3052,11.39,6191,616,,745,130,1558,0.021,0.1127,0.5343,0.0995,0.1203,1.3363,0.3363,12.03,5709,514,,743,229,1608,0.0401,0.2093,0.4698,0.09,0.1301,1.3921,0.3921,13.01
ACTG,Acacia Research Corporation,Industrials,Business Equipment & Supplies,NASDAQ,USD,12/31/24,12/16/02,23.4,4.66,96475469,96086005,450,1.5789,3.6885,21.4286,-12.5,285,21,2.64,285,22,84,122,-36,1,125,67,84,59,-125,-107,88,149,,30,109,,11.5,133.61,7.72,-2.4,-29.51,111.86,53.6,-32.95,-211.86,193.33,169.32,,363.33,29.47,0.82,67.2,-181.36,59,20.7,-112,-91.8,-28,-22.4,-43,-72.88,9,11,-2,-0.7,6,17,-10,-8.2,2,14,-12,-9.6,6,5,1,1.69,78,27.37,62,50.82,51,40.8,61,103.39,771,307,,105,,187,,,1.0772,0.3982,0.1362,1.3202,0.3202,13.62,756,274,420,124,-150,204,-0.1984,-1.2295,2.2459,0.3624,0.164,1.3696,0.3696,16.4,634,340,555,14,-327,44,-0.5158,-2.616,2.72,0.5363,0.0221,1.0746,0.0746,2.21,483,288,428,64,-224,214,-0.4638,-3.7966,4.8814,0.5963,0.1325,1.7955,0.7955,13.25
